Month,Hour,DayOfWeek,Holiday,Temperature,Humidity,SquareFootage,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,EnergyConsumption
5,0,Tuesday,Yes,29.0646169,42.61568345,1937.376061,0,On,Off,15.62101958,77.0528959
5,16,Wednesday,No,25.21559771,33.73339592,1085.717873,1,Off,On,10.96896558,84.28671967
5,23,Monday,No,28.35759906,44.90047217,1999.982252,8,Off,Off,26.99757253,85.03716351
5,9,Thursday,Yes,27.77487756,38.72982341,1082.237872,6,On,On,10.7727254,85.44351241
5,2,Monday,Yes,23.3581721,37.66519171,1336.106028,0,Off,On,3.610357239,73.53407188
5,17,Monday,No,29.998671,43.18490928,1897.3043,8,Off,On,24.29195625,70.98241993
5,23,Thursday,Yes,25.0128889,30.015975,1188.978108,9,Off,Off,28.41167157,69.89010176
5,23,Friday,No,28.4844929,51.72811709,1842.825236,9,On,Off,22.57032135,81.71328285
5,3,Saturday,No,24.16240889,49.9992241,1999.982252,1,Off,On,13.9751021,71.48201582
5,14,Wednesday,No,23.39299145,42.33208636,1329.518911,3,Off,On,15.77875535,72.74423517
5,20,Wednesday,Yes,28.43388637,30.015975,1123.769901,1,On,On,29.965327,75.46830282
5,23,Wednesday,Yes,27.27541889,56.5200087,1650.90829,6,Off,Off,2.396196515,78.77715391
5,16,Wednesday,Yes,28.64685924,38.89107768,1825.567095,4,Off,Off,0.006642,96.45691903
5,16,Friday,Yes,24.93045019,51.36714559,1087.243921,4,Off,Off,24.50907831,82.30042003
5,6,Sunday,Yes,25.11040706,45.04854931,1614.534392,9,On,On,5.36404876,65.82060151
5,15,Saturday,No,27.45836559,43.79555503,1364.433214,2,Off,Off,6.213304786,83.00842469
5,7,Friday,No,27.05959068,59.53840825,1611.535952,9,Off,On,0.006642,86.74783298
5,19,Friday,Yes,24.63337604,59.462114,1536.18938,3,On,Off,16.85191644,71.75059793
5,4,Tuesday,Yes,23.70634138,35.26797377,1309.317279,0,Off,On,29.965327,69.88911861
5,14,Friday,Yes,27.48646009,42.9288876,1513.548219,1,Off,Off,25.58012043,85.45516136
5,11,Thursday,No,20.007565,53.38118422,1999.982252,6,Off,On,0.006642,53.263278
5,20,Wednesday,Yes,26.55222835,47.65751452,1563.342867,9,Off,Off,22.74093161,89.10463328
5,13,Thursday,No,23.61120624,43.92111676,1725.658541,0,On,On,14.97356184,71.35342971
5,8,Sunday,No,21.2612317,35.46339372,1771.527585,1,Off,Off,24.21088613,86.16052472
5,8,Sunday,No,26.35517249,48.29527152,1500.676378,8,Off,On,29.965327,65.30177692
5,8,Tuesday,Yes,21.69022065,33.01826978,1893.608307,7,Off,Off,17.54010706,82.02759507
5,22,Friday,No,20.007565,51.82849884,1162.381072,0,Off,Off,24.39831174,75.58735644
5,4,Wednesday,No,25.00052914,41.94309826,1534.868282,0,On,Off,20.71829797,91.63532583
5,3,Wednesday,Yes,23.86404819,48.26489979,1926.188901,1,On,On,16.86402503,84.41471655
5,4,Tuesday,Yes,25.49456382,59.969085,1118.5607,1,Off,On,28.53994879,74.09244284
5,6,Friday,No,29.738164,42.42183902,1193.598713,7,On,Off,10.01818978,73.0209941
5,12,Monday,Yes,25.90015968,35.42606462,1294.008506,0,On,Off,21.42558904,76.65273042
5,23,Saturday,Yes,29.998671,45.87440096,1569.535419,4,On,On,26.67066959,93.49172467
5,7,Sunday,No,27.70679915,53.934558,1377.82533,1,On,On,16.88845546,87.44813765
5,21,Saturday,No,21.31216639,49.74163007,1480.361406,3,Off,On,24.44429311,84.01126288
5,9,Wednesday,No,21.04591366,49.03889172,1019.279397,3,On,On,17.16190621,80.93914639
5,15,Tuesday,No,25.58755188,51.10022275,1996.836246,8,On,Off,17.39490572,79.86154916
5,0,Thursday,No,26.14955075,52.26012495,1443.410202,8,Off,Off,0.006642,75.36415506
5,23,Monday,Yes,26.7073449,30.015975,1345.969745,9,On,On,29.33777028,83.61875735
5,11,Sunday,Yes,21.04317188,36.58084899,1143.249098,6,Off,Off,29.965327,61.9155966
5,14,Tuesday,No,21.76470328,59.969085,1795.820564,7,Off,Off,23.93850199,68.55360872
5,13,Saturday,Yes,21.40850194,49.15587779,1800.071083,9,On,Off,4.072890945,68.72093135
5,13,Sunday,No,21.37935593,48.76081751,1176.60203,8,On,On,14.2034771,61.02320867
5,16,Thursday,No,21.04591516,30.015975,1035.258353,4,Off,On,20.64209454,69.51188387
5,1,Friday,Yes,29.18645998,43.38345815,1410.060639,6,Off,On,5.772988162,84.25025622
5,1,Friday,Yes,20.02135549,36.09436163,1649.753762,7,Off,Off,0.995546206,76.72800562
5,5,Sunday,Yes,24.25541748,50.15686548,1317.810028,4,On,On,11.53344312,67.47612777
5,2,Tuesday,No,28.64083455,42.19651507,1041.212948,5,On,On,26.52744453,82.45265161
5,1,Friday,No,25.42497409,35.86934698,1789.561439,3,Off,On,10.10632687,59.546453
5,16,Wednesday,Yes,20.007565,40.67028519,1152.055216,0,Off,Off,13.8619481,53.263278
5,13,Monday,No,26.57117477,59.969085,1099.593646,4,Off,On,14.26815134,75.74902029
5,12,Wednesday,Yes,26.2486976,30.015975,1755.430045,3,On,Off,13.31471499,88.4391409
5,6,Friday,Yes,22.07391214,38.64376728,1961.319359,5,Off,Off,2.106902376,59.08247979
5,14,Saturday,Yes,20.92216836,51.48804374,1713.525286,0,Off,On,19.84321439,73.96648072
5,10,Saturday,Yes,23.98354016,39.99751241,1670.386887,2,Off,On,13.42043835,78.62230984
5,19,Wednesday,Yes,24.63677576,52.65965741,1000.512661,2,On,Off,9.808925571,74.92259473
5,21,Monday,Yes,25.31874902,52.12423182,1541.987104,3,Off,Off,11.80959715,79.17794727
5,16,Friday,Yes,27.64295359,51.40174932,1938.71554,2,Off,On,14.94512915,80.70088222
5,15,Friday,No,26.04459029,31.89745324,1792.417639,1,On,Off,1.157470963,73.79026293
5,10,Saturday,Yes,29.79697647,54.87918304,1222.359574,1,On,On,22.45070949,83.09082318
5,13,Wednesday,Yes,29.998671,32.52612563,1202.873438,5,On,Off,22.54660971,90.8328557
5,21,Wednesday,Yes,27.4593573,36.2318134,1065.365859,6,On,Off,0.006642,86.42252375
5,9,Sunday,No,22.03031141,46.75708781,1539.668161,6,Off,Off,11.01546848,76.4500145
5,21,Wednesday,Yes,25.27788049,49.177287,1634.992893,9,On,Off,10.07451745,76.45298973
5,18,Friday,No,23.68725865,50.86018033,1404.017932,2,On,On,11.30833201,83.93446627
5,13,Tuesday,Yes,26.39822628,40.08315174,1854.535318,4,Off,Off,22.83497547,69.91241751
5,2,Tuesday,No,20.06652192,45.90099617,1283.081511,5,Off,On,27.82757669,84.10596034
6,10,Sunday,No,26.03090304,55.86645016,1815.534797,1,On,Off,19.49329584,82.83315927
6,9,Sunday,No,27.9729844,59.5456293,1421.697691,9,On,Off,11.77563711,86.7777954
6,4,Thursday,Yes,21.07650368,54.76137259,1582.924947,6,On,On,29.19730073,74.61087204
6,13,Monday,No,22.29814515,36.18344123,1739.616488,3,On,On,17.52872973,80.36254693
6,7,Sunday,No,21.19474537,45.74674111,1963.475202,2,On,Off,29.965327,70.83363107
6,10,Tuesday,No,20.007565,57.380983,1168.822965,2,Off,Off,3.54977695,69.15753491
6,17,Tuesday,No,20.007565,55.73146706,1238.360197,9,Off,Off,29.965327,79.2865078
6,22,Monday,No,24.64972252,33.73776956,1653.712463,8,On,Off,29.965327,67.08140837
6,19,Wednesday,Yes,27.41471506,43.04436514,1192.060517,9,On,Off,10.57194087,74.22865676
6,8,Sunday,Yes,23.41516478,59.969085,1346.874627,9,Off,On,20.74570853,62.14679393
6,1,Sunday,Yes,26.48925983,37.32051818,1501.039339,7,Off,On,8.83550035,84.06088465
6,22,Saturday,Yes,20.007565,36.86453279,1398.918428,9,Off,On,0.006642,54.18421162
6,9,Thursday,Yes,20.007565,49.90345996,1169.235573,5,On,On,13.24531916,69.71359925
6,7,Sunday,No,20.35281804,47.00505396,1114.006457,6,On,On,16.50866281,75.39673214
6,6,Thursday,No,20.007565,48.16305845,1891.294894,6,Off,Off,17.51209377,77.46900691
6,4,Friday,No,26.45167284,32.55675577,1117.958221,9,Off,On,13.82984856,67.20027433
6,9,Saturday,Yes,29.998671,51.90429176,1813.531015,6,Off,On,6.25163604,76.03424321
6,22,Tuesday,No,21.57051855,38.56504125,1237.01605,5,Off,Off,20.22490705,67.03693241
6,1,Thursday,No,29.998671,45.30928498,1840.865357,3,On,On,16.66894908,86.58754024
6,15,Thursday,No,21.75397544,43.09009698,1787.448343,4,On,On,21.96424673,84.05610946
6,16,Sunday,No,20.99516102,50.04050452,1911.941466,5,Off,Off,1.73671418,55.97692314
6,2,Monday,Yes,21.34876788,35.13293392,1960.70325,3,Off,Off,3.013339133,74.83498215
6,18,Saturday,No,26.7128116,49.93683029,1999.982252,9,Off,On,4.902125277,84.32559823
6,4,Friday,Yes,26.26788562,34.86057319,1037.138507,9,On,On,27.68504927,87.72981472
6,13,Friday,Yes,29.998671,42.11089279,1836.110186,1,Off,On,3.756055301,83.90883869
6,20,Friday,Yes,28.95028793,31.20287699,1923.848636,6,On,On,1.370159856,75.14214058
6,11,Thursday,Yes,20.44514135,55.24118975,1521.890136,0,Off,On,3.007292613,65.26322818
6,21,Thursday,No,26.49620887,37.34280928,1407.001945,3,On,Off,16.92072895,61.81837179
6,5,Tuesday,No,24.42091267,47.8894997,1111.487315,6,On,Off,11.91295864,76.12150311
6,6,Friday,No,25.85330677,59.39276217,1000.512661,7,On,On,4.89793711,65.20510377
6,23,Tuesday,No,21.09146536,59.969085,1501.035175,7,Off,On,29.965327,68.64982381
6,21,Sunday,No,27.63707968,59.969085,1999.982252,0,On,Off,4.763714239,81.42878992
6,1,Thursday,Yes,22.31975936,50.79562238,1436.80399,8,Off,Off,17.27685063,69.38855914
6,15,Thursday,No,25.93199015,52.43846741,1916.452675,9,On,On,7.859313579,81.30340678
6,0,Wednesday,Yes,20.007565,48.25535364,1680.270304,2,On,Off,20.9956259,60.75885891
6,9,Thursday,No,20.24440189,49.08585653,1054.028281,0,On,On,21.171816,79.12987932
6,15,Saturday,Yes,24.44966586,40.18429907,1935.658871,5,On,On,18.55845388,82.71158422
6,18,Friday,No,26.72966886,59.7448614,1978.011815,2,Off,On,4.908064886,80.68180278
6,10,Thursday,Yes,20.007565,48.19430755,1250.501811,8,On,On,19.49590018,63.80651047
6,17,Saturday,Yes,21.73879101,53.19513907,1352.226668,8,Off,Off,27.07267679,75.10058408
6,15,Wednesday,Yes,27.67547216,45.65432916,1108.505206,3,Off,Off,0.434847217,87.43393387
6,4,Wednesday,No,26.29358029,54.1785607,1172.585902,6,On,Off,23.55384684,76.65358389
6,15,Thursday,No,27.53172887,38.53728335,1379.197554,3,On,Off,25.46289731,95.75961386
6,9,Sunday,No,24.35872357,59.969085,1679.403126,6,On,On,25.0396192,68.3394508
6,12,Tuesday,Yes,26.31461026,41.85122993,1066.085982,2,Off,On,10.91665825,72.18092211
6,10,Thursday,Yes,20.007565,35.62236308,1209.924083,5,Off,Off,20.12581394,69.51382163
6,7,Friday,No,20.11566664,54.36716971,1590.206851,0,Off,On,27.90011507,82.87188633
6,10,Sunday,Yes,23.24729176,32.36434973,1494.84383,9,Off,Off,0.006642,78.39785394
6,20,Monday,Yes,22.59750804,49.27744661,1106.420425,6,Off,Off,12.83157272,80.60047912
6,18,Wednesday,Yes,25.34381721,58.89780136,1594.00922,5,On,On,21.06232949,74.6689734
6,1,Friday,Yes,28.40969775,51.31863734,1624.007023,3,On,Off,8.31875264,88.13432296
6,7,Monday,No,23.3180468,32.45713175,1063.799521,0,Off,Off,5.281850747,78.31410547
6,5,Tuesday,No,27.769232,54.94692743,1096.943058,0,On,Off,0.006642,65.23017443
6,7,Thursday,Yes,21.36159684,30.61352024,1499.989611,2,On,On,18.76916738,71.29768983
6,5,Sunday,No,25.39493109,56.9211555,1950.449555,8,Off,On,27.28530731,73.4529382
6,5,Friday,Yes,23.81552397,51.02051911,1759.887747,7,On,On,9.644956492,67.9631388
6,22,Tuesday,No,25.84074322,30.21341784,1148.301384,9,On,On,8.216619374,75.98842493
6,8,Friday,No,28.32573538,49.45610521,1324.303503,2,On,Off,29.26638203,95.29621635
6,19,Monday,No,24.7132434,30.7863552,1183.859517,0,Off,Off,25.31283616,63.54913717
6,8,Friday,No,21.54945216,46.8367811,1941.745383,7,Off,On,0.006642,68.60985026
6,18,Sunday,No,27.37469963,41.56127484,1575.60785,3,On,Off,23.27514823,94.18297434
6,8,Tuesday,Yes,29.998671,53.66382008,1212.017246,7,On,On,23.69585701,73.34085103
6,10,Wednesday,Yes,23.31444995,53.20549155,1869.928662,3,On,Off,29.965327,84.20390557
6,1,Wednesday,No,29.55182262,59.969085,1402.456802,9,Off,Off,12.69617081,88.39336048
6,11,Monday,No,23.30751416,30.57741761,1469.923498,0,On,On,14.21869308,64.70890008
6,14,Thursday,No,20.007565,30.5554271,1345.800848,7,On,On,16.72656553,79.3990125
6,15,Thursday,Yes,20.007565,48.22319513,1685.75545,7,Off,On,29.965327,60.31597948
6,4,Saturday,No,25.71318165,47.79051895,1430.721605,4,On,On,22.16755531,84.53964451
6,2,Monday,Yes,21.0691079,41.51128973,1375.63757,8,On,On,2.480952708,64.47886409
6,18,Wednesday,No,23.58139714,54.82278686,1201.368374,5,On,On,19.78271722,77.06589941
6,8,Sunday,Yes,29.9325373,48.6954226,1000.512661,8,On,On,29.965327,90.47662611
6,13,Friday,No,20.007565,51.64571805,1000.512661,6,Off,Off,24.71033335,70.95444429
6,16,Tuesday,No,29.998671,30.015975,1555.626677,5,On,On,19.89991044,79.66678047
6,21,Wednesday,Yes,23.84199631,48.32014811,1742.008301,9,Off,Off,23.76948838,74.83534475
6,20,Thursday,Yes,23.92308485,43.09085608,1749.240277,5,On,Off,15.57581099,77.12938538
6,13,Monday,No,26.57245665,54.40301124,1727.116374,1,On,Off,28.46283812,83.71043771
6,17,Friday,Yes,23.40347313,42.41126362,1922.674192,7,Off,On,14.29825321,66.03888395
6,12,Tuesday,Yes,26.55800989,52.71976565,1162.573763,3,Off,On,19.94694724,85.38033998
6,6,Monday,No,26.6865585,43.62840348,1055.097029,6,Off,On,11.75973452,79.59144659
6,7,Sunday,Yes,24.47870121,50.47402914,1478.859793,0,On,On,9.203986121,75.572962
6,6,Saturday,Yes,21.43144718,33.62725783,1343.085939,9,Off,Off,29.74945237,75.65187814
6,6,Thursday,No,27.38709811,57.59895719,1487.449818,3,Off,Off,25.4031909,91.47473678
6,23,Thursday,No,24.69858879,35.62504346,1721.881434,2,On,Off,6.668296203,77.13395329
6,9,Thursday,Yes,24.56653253,57.08490099,1155.234981,4,Off,On,10.08983251,73.72316524
6,17,Thursday,Yes,25.27482021,32.69920851,1185.54556,8,On,On,6.135540869,86.167359
6,12,Saturday,Yes,20.92129251,39.15432859,1300.964406,7,Off,Off,24.98179881,61.91788854
6,16,Sunday,Yes,27.81430825,44.70199613,1408.228988,1,On,Off,10.98245603,54.90070967
6,14,Thursday,Yes,21.52009086,55.19080464,1156.8668,9,Off,On,11.54602485,66.36952098
6,5,Friday,No,25.62224252,59.969085,1215.383451,3,Off,On,15.21240876,82.9018506
6,10,Monday,No,23.38670221,52.10013051,1970.21513,9,On,On,28.23438201,74.89442858
6,16,Monday,Yes,24.81937415,46.81809822,1263.061646,9,On,Off,4.321466614,82.2234239
6,22,Friday,No,23.83853097,59.77927448,1093.590982,3,Off,On,23.09068775,73.42874925
6,14,Friday,No,22.02884545,59.969085,1150.808025,3,Off,Off,7.500127523,74.17305111
6,11,Sunday,Yes,21.06223907,41.01510571,1635.23809,6,Off,On,22.04290836,65.32568342
6,18,Monday,Yes,27.7236103,59.969085,1898.446895,7,On,Off,27.61917735,72.06275307
6,13,Monday,Yes,22.428259,48.43567016,1209.240416,0,Off,Off,5.220695393,64.87139371
6,17,Friday,Yes,24.85349277,52.06839749,1000.512661,6,Off,Off,10.71854147,74.99075471
6,10,Friday,No,25.33453399,57.9314761,1270.941054,4,On,On,18.22091829,78.2991575
6,19,Saturday,No,20.007565,43.78187891,1746.437721,9,On,Off,29.33757645,63.42704816
6,14,Friday,No,28.43513008,57.30004354,1999.982252,0,On,On,18.64013046,70.85320375
6,6,Tuesday,Yes,21.5535056,33.17526727,1789.498299,2,Off,Off,14.63646699,63.55078901
6,15,Friday,Yes,20.007565,32.04960162,1397.259867,0,On,On,10.87683207,90.21493354
6,16,Wednesday,No,26.84961197,56.03328631,1764.025992,4,On,On,20.98288921,78.68572739
6,9,Thursday,No,23.62448083,50.53860758,1230.11561,4,Off,Off,29.965327,69.55903764
6,15,Thursday,Yes,22.43733067,47.18725322,1922.038551,3,Off,Off,23.58249878,87.71428885
6,19,Wednesday,No,20.94007277,51.27905559,1999.982252,7,Off,Off,18.76711506,67.9424444
6,11,Saturday,Yes,24.77638986,30.015975,1835.045444,8,On,On,22.83591372,83.13264372
6,20,Monday,No,24.74314401,30.015975,1818.95335,2,On,On,5.497802137,86.53016914
6,3,Friday,Yes,27.60909913,40.35553336,1730.042557,4,On,On,15.57086571,79.20881178
6,6,Thursday,No,27.57520865,49.96464906,1141.870691,8,Off,Off,10.16901457,88.60448237
6,16,Wednesday,Yes,27.56145707,31.26973222,1231.479006,7,On,On,22.37829215,87.23437038
6,17,Saturday,No,27.60071369,30.015975,1182.359991,7,On,On,12.59863866,92.46400247
6,8,Thursday,Yes,22.7104224,48.70337117,1000.512661,0,On,Off,11.62899681,80.99757994
6,2,Tuesday,No,29.77565788,30.015975,1809.026054,2,On,On,20.77772572,90.04900132
6,10,Thursday,Yes,26.37380121,59.969085,1131.016141,7,Off,Off,2.846824565,93.22220773
6,19,Thursday,Yes,24.62589194,42.61711264,1584.255622,0,On,Off,15.90624575,60.7434044
6,20,Monday,No,24.05755116,53.30509048,1127.162147,4,On,On,2.217388183,77.03153568
6,19,Thursday,No,23.32266946,41.13032412,1717.304614,0,Off,On,29.965327,73.43830219
6,16,Tuesday,Yes,22.93381087,53.80969416,1999.982252,3,On,On,17.07695689,85.99072201
6,6,Wednesday,Yes,29.35560903,55.97831457,1600.2518,3,Off,On,1.065682705,72.82752265
6,7,Tuesday,No,24.51596899,48.82294162,1526.181589,9,Off,On,4.161034394,76.8205391
6,13,Sunday,Yes,26.71554585,36.50161124,1772.930592,9,On,On,25.52998308,86.94956304
6,1,Tuesday,No,24.97068978,39.30024578,1805.618841,9,Off,Off,29.4725145,89.18125066
6,0,Wednesday,No,26.05032551,58.51347298,1710.268861,1,Off,On,24.49497869,80.5418104
6,3,Thursday,Yes,20.007565,47.45742381,1249.204239,6,Off,On,9.520990188,65.26304023
6,22,Sunday,No,25.2009242,31.92912672,1857.044422,1,Off,On,29.965327,61.63705572
6,23,Sunday,Yes,25.0622776,39.14647785,1422.752391,3,On,On,12.06732635,64.56438844
6,18,Wednesday,No,23.17688164,50.97864195,1972.455053,8,On,Off,13.8250866,67.53937636
6,15,Wednesday,Yes,24.08668118,49.1138753,1181.648223,8,On,Off,6.110076494,71.37669557
6,3,Friday,No,29.03116888,49.27096258,1325.490175,9,On,Off,20.79731153,71.87020793
6,12,Tuesday,No,22.24777537,36.87392863,1521.964807,0,On,On,5.522969119,80.8535121
6,2,Monday,Yes,27.25956227,51.42509634,1233.510268,2,Off,Off,11.1838434,66.54841256
6,1,Sunday,Yes,23.8860508,59.15800183,1322.792221,5,Off,On,26.97746523,76.57800648
6,4,Monday,No,26.93796427,47.50555231,1444.362114,7,Off,On,21.32146782,76.92361858
6,12,Tuesday,Yes,27.33073573,38.71255306,1350.568308,2,Off,On,25.13501337,70.55195186
6,7,Thursday,No,26.20487513,30.015975,1125.630277,3,Off,Off,16.17623604,70.04601104
6,18,Wednesday,No,24.97094644,42.15308451,1711.905948,5,Off,Off,27.32991482,70.77014559
6,8,Monday,Yes,28.05586019,34.61232017,1353.009311,2,Off,On,23.57123936,79.60868813
6,0,Monday,Yes,23.72680601,34.66166472,1227.79769,5,Off,On,3.466419605,64.32714209
6,1,Thursday,No,24.34138297,44.11656814,1398.909541,9,On,Off,21.56914375,77.73706388
6,23,Sunday,Yes,24.87356989,49.65121743,1747.555108,2,On,Off,7.74493298,85.32558038
6,18,Saturday,No,23.08422923,53.70130946,1522.392378,1,Off,On,15.54895474,75.70089046
6,6,Thursday,Yes,20.30326988,46.67347646,1817.411836,3,Off,Off,3.887867075,58.32980938
6,2,Tuesday,Yes,27.18125087,56.58049665,1843.663797,1,Off,On,11.63093842,83.31663713
6,10,Sunday,No,24.0800798,40.77472339,1999.982252,6,On,Off,13.74010197,60.22527315
6,19,Tuesday,No,28.52152374,39.11823258,1999.982252,9,On,Off,3.411073814,77.75481391
6,9,Sunday,No,26.10566094,55.82082311,1304.459676,0,Off,Off,25.09815573,78.9224718
6,5,Tuesday,No,23.74631348,53.96123701,1788.970436,5,On,Off,29.965327,76.04684536
6,1,Sunday,No,20.87412235,32.93374442,1619.801127,9,Off,On,27.21231312,71.17668719
6,17,Wednesday,Yes,22.6181939,38.14962759,1021.599755,8,On,Off,17.26670619,65.8179129
6,7,Monday,No,21.87483477,56.65689894,1833.78393,9,Off,Off,5.855527975,75.07584977
6,21,Thursday,No,24.68519167,31.73072447,1739.388921,1,Off,Off,26.36008147,81.05177908
6,20,Thursday,No,24.14801519,47.6485359,1985.514087,0,On,On,1.113533184,69.22598244
6,13,Thursday,No,24.34090972,51.32092242,1754.487227,9,Off,On,19.40517385,69.75830325
6,23,Sunday,No,22.76463959,53.92321068,1915.434543,1,Off,On,22.74540102,71.50373805
6,13,Sunday,Yes,24.97122183,36.68675282,1096.330061,6,Off,Off,19.48757784,57.52816801
6,13,Tuesday,No,24.75476685,54.55230522,1273.701367,8,Off,On,7.678067222,63.18306924
6,15,Sunday,No,23.57260597,47.72472086,1368.766028,9,On,On,10.4108316,85.65057867
6,11,Friday,Yes,20.007565,59.16715121,1767.7611,7,Off,On,20.30748758,79.14789163
6,13,Saturday,Yes,26.8009967,30.015975,1411.167433,3,Off,On,8.605674071,80.92495353
6,22,Tuesday,No,22.95615996,41.51347857,1574.276289,6,Off,On,18.47791825,67.44314347
6,20,Sunday,Yes,29.998671,37.55486561,1000.512661,6,On,On,10.48643888,87.57943096
6,16,Thursday,No,23.6681707,44.60035266,1362.690589,6,Off,Off,12.5526411,83.63210027
6,0,Wednesday,Yes,26.51217216,55.66194148,1492.709701,6,On,On,17.34637144,85.165497
6,22,Thursday,Yes,23.31389369,48.71759508,1025.344477,1,Off,Off,19.57609508,86.15529682
6,14,Tuesday,No,29.22139433,52.38942768,1703.274003,6,Off,On,8.202608587,73.06358102
6,7,Tuesday,Yes,21.2880675,43.63025854,1214.080825,5,On,Off,5.896994244,83.27696753
6,2,Sunday,Yes,28.38979451,59.969085,1690.352081,9,Off,On,9.734696604,86.5675659
6,14,Sunday,Yes,20.8272944,37.28564003,1378.976265,3,On,Off,17.62462271,85.32880977
6,21,Wednesday,Yes,20.007565,40.00285882,1431.973334,2,Off,Off,17.08317375,75.04257792
6,23,Thursday,Yes,23.82748929,52.35995126,1661.55719,8,On,Off,0.006642,79.25915514
6,11,Monday,Yes,24.52550518,51.27755781,1000.512661,5,Off,On,13.3242552,69.49739145
6,23,Saturday,Yes,24.19059934,57.71928464,1411.099344,1,On,Off,25.45860383,70.33622724
6,15,Tuesday,No,27.02653713,35.0640773,1841.842133,6,Off,Off,26.15053178,89.38186488
6,22,Saturday,No,21.7645362,51.16339107,1994.519694,4,On,Off,8.804743526,73.19929883
6,14,Tuesday,No,29.998671,40.19510302,1665.512611,0,Off,Off,21.56936007,68.19938194
6,2,Wednesday,No,29.97379571,49.39491819,1614.378653,6,On,On,10.26048503,80.74860036
6,17,Saturday,Yes,20.9897797,45.7947508,1490.455038,7,On,On,12.57983266,58.30464074
6,1,Monday,Yes,24.26249269,54.66881851,1851.077702,6,Off,On,12.64403955,75.20117606
6,17,Sunday,Yes,24.97491984,54.73069832,1113.95032,5,On,On,22.66290741,91.2994619
6,21,Monday,No,20.007565,51.77398297,1178.130708,8,On,Off,7.69793751,75.29609244
6,20,Saturday,No,28.54255202,49.04102535,1130.758959,2,Off,Off,19.71340956,89.41879132
6,20,Friday,No,26.31846955,49.20507,1657.660324,1,Off,On,0.006642,61.81386435
6,15,Friday,No,29.08771281,51.11722909,1182.779452,7,On,Off,13.08538545,89.26762421
6,15,Monday,No,24.01161055,40.84339641,1770.302536,0,On,On,27.50662631,76.90374349
6,15,Wednesday,No,28.65857404,30.015975,1423.387004,9,Off,Off,14.30996523,86.32627667
6,18,Sunday,Yes,27.36325467,36.09912503,1257.258544,3,Off,Off,23.56112798,95.08951807
6,6,Saturday,No,29.51361771,45.61208921,1638.290307,9,On,On,17.54958871,74.03628426
6,20,Thursday,Yes,23.0182402,37.35448284,1412.474298,9,Off,Off,14.08494202,81.59976017
6,6,Friday,Yes,26.45507548,31.11875223,1383.198667,8,On,Off,26.15975859,80.26587119
6,9,Friday,Yes,24.21614304,51.38496901,1827.640353,7,Off,Off,24.74523558,77.31776318
6,16,Saturday,Yes,24.01959342,59.27244673,1274.096723,9,Off,On,21.97373316,72.9377099
6,8,Friday,Yes,25.07745833,45.94137187,1411.366062,1,Off,Off,15.85512411,79.20238716
6,22,Saturday,Yes,24.49112103,59.969085,1578.955591,3,Off,On,16.61721667,73.35556295
6,10,Friday,Yes,29.0496694,55.66226815,1767.748284,4,Off,On,7.05615333,80.04153995
6,13,Sunday,No,26.02970322,59.1414806,1177.5376,2,On,Off,14.05204692,64.35366524
6,20,Tuesday,Yes,29.998671,59.969085,1679.342213,2,On,On,0.006642,80.91608058
6,19,Tuesday,No,27.05263454,37.57660589,1438.860734,2,On,Off,29.965327,85.7987941
6,2,Thursday,No,21.42394921,39.10203667,1163.809502,3,On,On,6.227532753,59.84567361
6,5,Sunday,No,20.007565,59.969085,1817.053519,1,On,Off,8.686892027,54.02039783
6,9,Wednesday,No,20.007565,41.29108827,1135.779887,5,On,Off,14.98023882,67.04114434
6,8,Friday,No,24.96245146,58.85184135,1185.476552,6,On,On,21.38882596,76.28119728
6,22,Sunday,No,27.65809328,41.95953665,1563.289484,0,Off,On,0.006642,86.06402817
6,7,Sunday,No,28.0836635,36.08027283,1965.854205,8,On,Off,6.428108804,73.44487473
6,14,Friday,Yes,24.90221694,33.02769607,1743.044773,3,On,On,22.68630486,86.99849402
6,23,Saturday,Yes,23.82667193,50.78276462,1583.582795,2,On,On,2.442802327,76.50281525
6,15,Thursday,Yes,21.39003305,59.969085,1219.959446,9,On,Off,0.006642,71.07249156
6,9,Wednesday,Yes,28.32297746,40.55608451,1638.790206,3,On,On,5.766625179,80.20801519
6,16,Friday,No,20.79125395,32.90950673,1349.203987,1,Off,On,24.79462383,91.56810265
6,21,Monday,Yes,27.015995,40.51654407,1569.476409,9,Off,On,14.9411703,88.2636014
6,20,Wednesday,No,22.63462596,49.557811,1601.52373,1,Off,Off,22.71355862,78.74866964
6,2,Sunday,No,29.998671,40.31183703,1228.916886,4,Off,Off,11.72984765,79.8025397
6,5,Sunday,Yes,27.66949073,30.015975,1487.83962,4,Off,On,16.05028786,72.77164403
6,2,Thursday,Yes,21.00846613,30.015975,1062.690744,4,On,Off,6.101266692,68.49103634
6,17,Sunday,No,27.59757561,35.77972626,1000.512661,5,On,Off,0.006642,84.11234826
6,23,Monday,No,26.29962502,38.49880382,1593.337406,4,On,Off,12.50038177,85.02332165
6,12,Saturday,No,24.08752905,50.93681137,1385.198612,9,On,Off,0.006642,71.29960617
6,9,Monday,Yes,21.61444881,59.969085,1660.80835,1,Off,Off,20.51561379,77.31498445
6,14,Friday,No,29.998671,44.94689834,1000.512661,6,Off,Off,12.13062297,72.3938597
